step_number,aggregation_pct,sortedness_pct,monotonicity_pct,swap_count,array_size,algotype_mix,frozen_count,seed
42,100.0000,6.0000,82.0000,6,50,100%_Bubble,1,42
43,100.0000,6.0000,82.0000,6,50,100%_Bubble,1,42
44,100.0000,6.0000,80.0000,6,50,100%_Bubble,1,42
45,100.0000,6.0000,80.0000,8,50,100%_Bubble,1,42
46,100.0000,6.0000,80.0000,5,50,100%_Bubble,1,42
47,100.0000,8.0000,78.0000,9,50,100%_Bubble,1,42
48,100.0000,12.0000,78.0000,8,50,100%_Bubble,1,42
49,100.0000,14.0000,76.0000,8,50,100%_Bubble,1,42
50,100.0000,16.0000,80.0000,9,50,100%_Bubble,1,42
51,100.0000,18.0000,78.0000,8,50,100%_Bubble,1,42
52,100.0000,20.0000,82.0000,8,50,100%_Bubble,1,42
53,100.0000,26.0000,84.0000,6,50,100%_Bubble,1,42
54,100.0000,28.0000,82.0000,4,50,100%_Bubble,1,42
55,100.0000,36.0000,84.0000,7,50,100%_Bubble,1,42
56,100.0000,48.0000,86.0000,8,50,100%_Bubble,1,42
57,100.0000,52.0000,86.0000,4,50,100%_Bubble,1,42
58,100.0000,60.0000,90.0000,3,50,100%_Bubble,1,42
59,100.0000,68.0000,92.0000,5,50,100%_Bubble,1,42
60,100.0000,72.0000,92.0000,3,50,100%_Bubble,1,42
61,100.0000,78.0000,92.0000,4,50,100%_Bubble,1,42
62,100.0000,84.0000,94.0000,3,50,100%_Bubble,1,42
63,100.0000,92.0000,96.0000,3,50,100%_Bubble,1,42
64,100.0000,100.0000,100.0000,2,50,100%_Bubble,1,42
65,100.0000,100.0000,100.0000,0,50,100%_Bubble,1,42
66,100.0000,100.0000,100.0000,0,50,100%_Bubble,1,42
67,100.0000,100.0000,100.0000,0,50,100%_Bubble,1,42
0,100.0000,2.0000,54.0000,0,50,100%_Bubble,1,123
1,100.0000,4.0000,60.0000,16,50,100%_Bubble,1,123
2,100.0000,6.0000,58.0000,13,50,100%_Bubble,1,123
3,100.0000,2.0000,58.0000,15,50,100%_Bubble,1,123
4,100.0000,0.0000,54.0000,15,50,100%_Bubble,1,123
5,100.0000,4.0000,66.0000,12,50,100%_Bubble,1,123
6,100.0000,10.0000,64.0000,11,50,100%_Bubble,1,123
7,100.0000,4.0000,60.0000,14,50,100%_Bubble,1,123
8,100.0000,4.0000,68.0000,12,50,100%_Bubble,1,123
9,100.0000,6.0000,66.0000,10,50,100%_Bubble,1,123
10,100.0000,4.0000,70.0000,13,50,100%_Bubble,1,123
11,100.0000,4.0000,66.0000,10,50,100%_Bubble,1,123
12,100.0000,2.0000,68.0000,13,50,100%_Bubble,1,123
13,100.0000,2.0000,62.0000,10,50,100%_Bubble,1,123
14,100.0000,4.0000,74.0000,11,50,100%_Bubble,1,123
15,100.0000,2.0000,64.0000,12,50,100%_Bubble,1,123
16,100.0000,2.0000,70.0000,12,50,100%_Bubble,1,123
17,100.0000,2.0000,66.0000,12,50,100%_Bubble,1,123
18,100.0000,2.0000,70.0000,16,50,100%_Bubble,1,123
19,100.0000,2.0000,74.0000,12,50,100%_Bubble,1,123
20,100.0000,2.0000,70.0000,11,50,100%_Bubble,1,123
21,100.0000,4.0000,68.0000,13,50,100%_Bubble,1,123
22,100.0000,4.0000,78.0000,11,50,100%_Bubble,1,123
23,100.0000,4.0000,70.0000,10,50,100%_Bubble,1,123
24,100.0000,4.0000,68.0000,10,50,100%_Bubble,1,123
25,100.0000,2.0000,70.0000,12,50,100%_Bubble,1,123
26,100.0000,6.0000,66.0000,11,50,100%_Bubble,1,123
27,100.0000,6.0000,68.0000,12,50,100%_Bubble,1,123
28,100.0000,6.0000,74.0000,12,50,100%_Bubble,1,123
29,100.0000,6.0000,68.0000,10,50,100%_Bubble,1,123
30,100.0000,6.0000,68.0000,11,50,100%_Bubble,1,123
31,100.0000,4.0000,72.0000,13,50,100%_Bubble,1,123
32,100.0000,6.0000,76.0000,9,50,100%_Bubble,1,123
33,100.0000,6.0000,76.0000,10,50,100%_Bubble,1,123
34,100.0000,6.0000,78.0000,8,50,100%_Bubble,1,123
35,100.0000,4.0000,78.0000,9,50,100%_Bubble,1,123
36,100.0000,6.0000,78.0000,7,50,100%_Bubble,1,123
37,100.0000,8.0000,72.0000,10,50,100%_Bubble,1,123
38,100.0000,12.0000,76.0000,9,50,100%_Bubble,1,123
39,100.0000,14.0000,80.0000,9,50,100%_Bubble,1,123
40,100.0000,14.0000,80.0000,8,50,100%_Bubble,1,123
41,100.0000,14.0000,78.0000,7,50,100%_Bubble,1,123
42,100.0000,14.0000,78.0000,9,50,100%_Bubble,1,123
43,100.0000,20.0000,80.0000,7,50,100%_Bubble,1,123
44,100.0000,20.0000,84.0000,5,50,100%_Bubble,1,123
45,100.0000,20.0000,78.0000,6,50,100%_Bubble,1,123
46,100.0000,22.0000,80.0000,10,50,100%_Bubble,1,123
47,100.0000,28.0000,80.0000,8,50,100%_Bubble,1,123
48,100.0000,32.0000,84.0000,7,50,100%_Bubble,1,123
49,100.0000,40.0000,82.0000,6,50,100%_Bubble,1,123
50,100.0000,50.0000,86.0000,4,50,100%_Bubble,1,123
51,100.0000,60.0000,90.0000,6,50,100%_Bubble,1,123
52,100.0000,64.0000,90.0000,4,50,100%_Bubble,1,123
53,100.0000,66.0000,90.0000,4,50,100%_Bubble,1,123
54,100.0000,72.0000,92.0000,4,50,100%_Bubble,1,123
55,100.0000,78.0000,92.0000,4,50,100%_Bubble,1,123
56,100.0000,80.0000,94.0000,3,50,100%_Bubble,1,123
57,100.0000,82.0000,96.0000,1,50,100%_Bubble,1,123
58,100.0000,84.0000,94.0000,2,50,100%_Bubble,1,123
59,100.0000,88.0000,94.0000,3,50,100%_Bubble,1,123
60,100.0000,96.0000,98.0000,2,50,100%_Bubble,1,123
61,100.0000,96.0000,98.0000,0,50,100%_Bubble,1,123
62,100.0000,100.0000,100.0000,1,50,100%_Bubble,1,123
63,100.0000,100.0000,100.0000,0,50,100%_Bubble,1,123
64,100.0000,100.0000,100.0000,0,50,100%_Bubble,1,123
65,100.0000,100.0000,100.0000,0,50,100%_Bubble,1,123
0,100.0000,6.0000,46.0000,0,50,100%_Bubble,1,789
1,100.0000,2.0000,60.0000,17,50,100%_Bubble,1,789
2,100.0000,2.0000,58.0000,14,50,100%_Bubble,1,789
3,100.0000,4.0000,60.0000,16,50,100%_Bubble,1,789
4,100.0000,6.0000,62.0000,15,50,100%_Bubble,1,789
5,100.0000,0.0000,58.0000,16,50,100%_Bubble,1,789
6,100.0000,0.0000,58.0000,14,50,100%_Bubble,1,789
7,100.0000,4.0000,58.0000,15,50,100%_Bubble,1,789
8,100.0000,2.0000,56.0000,15,50,100%_Bubble,1,789
9,100.0000,0.0000,62.0000,17,50,100%_Bubble,1,789
10,100.0000,2.0000,68.0000,10,50,100%_Bubble,1,789
11,100.0000,2.0000,68.0000,11,50,100%_Bubble,1,789
12,100.0000,2.0000,60.0000,13,50,100%_Bubble,1,789
13,100.0000,6.0000,64.0000,16,50,100%_Bubble,1,789
14,100.0000,4.0000,68.0000,12,50,100%_Bubble,1,789
15,100.0000,4.0000,66.0000,12,50,100%_Bubble,1,789
16,100.0000,0.0000,66.0000,14,50,100%_Bubble,1,789
17,100.0000,0.0000,66.0000,13,50,100%_Bubble,1,789
18,100.0000,2.0000,72.0000,9,50,100%_Bubble,1,789
19,100.0000,0.0000,66.0000,10,50,100%_Bubble,1,789
20,100.0000,0.0000,72.0000,13,50,100%_Bubble,1,789
21,100.0000,0.0000,74.0000,9,50,100%_Bubble,1,789
22,100.0000,0.0000,78.0000,9,50,100%_Bubble,1,789
23,100.0000,2.0000,76.0000,5,50,100%_Bubble,1,789
24,100.0000,6.0000,74.0000,9,50,100%_Bubble,1,789
25,100.0000,2.0000,72.0000,10,50,100%_Bubble,1,789
26,100.0000,0.0000,70.0000,11,50,100%_Bubble,1,789
27,100.0000,0.0000,76.0000,10,50,100%_Bubble,1,789
28,100.0000,2.0000,68.0000,12,50,100%_Bubble,1,789
29,100.0000,8.0000,76.0000,11,50,100%_Bubble,1,789
30,100.0000,8.0000,74.0000,10,50,100%_Bubble,1,789
31,100.0000,6.0000,76.0000,9,50,100%_Bubble,1,789
32,100.0000,8.0000,74.0000,9,50,100%_Bubble,1,789
33,100.0000,6.0000,76.0000,7,50,100%_Bubble,1,789
34,100.0000,8.0000,76.0000,9,50,100%_Bubble,1,789
35,100.0000,8.0000,76.0000,9,50,100%_Bubble,1,789
36,100.0000,8.0000,78.0000,7,50,100%_Bubble,1,789
37,100.0000,8.0000,78.0000,9,50,100%_Bubble,1,789
38,100.0000,8.0000,70.0000,10,50,100%_Bubble,1,789
39,100.0000,12.0000,76.0000,9,50,100%_Bubble,1,789
40,100.0000,8.0000,76.0000,10,50,100%_Bubble,1,789
41,100.0000,8.0000,76.0000,8,50,100%_Bubble,1,789
42,100.0000,10.0000,76.0000,9,50,100%_Bubble,1,789
43,100.0000,8.0000,80.0000,9,50,100%_Bubble,1,789
44,100.0000,8.0000,82.0000,6,50,100%_Bubble,1,789
45,100.0000,8.0000,82.0000,6,50,100%_Bubble,1,789
46,100.0000,8.0000,76.0000,8,50,100%_Bubble,1,789
47,100.0000,12.0000,76.0000,6,50,100%_Bubble,1,789
48,100.0000,16.0000,80.0000,11,50,100%_Bubble,1,789
49,100.0000,28.0000,84.0000,8,50,100%_Bubble,1,789
50,100.0000,32.0000,84.0000,6,50,100%_Bubble,1,789
51,100.0000,36.0000,84.0000,6,50,100%_Bubble,1,789
52,100.0000,38.0000,84.0000,5,50,100%_Bubble,1,789
53,100.0000,48.0000,86.0000,7,50,100%_Bubble,1,789
54,100.0000,60.0000,92.0000,6,50,100%_Bubble,1,789
55,100.0000,62.0000,92.0000,3,50,100%_Bubble,1,789
56,100.0000,64.0000,94.0000,1,50,100%_Bubble,1,789
57,100.0000,66.0000,94.0000,2,50,100%_Bubble,1,789
58,100.0000,72.0000,96.0000,2,50,100%_Bubble,1,789
59,100.0000,74.0000,96.0000,1,50,100%_Bubble,1,789
60,100.0000,76.0000,96.0000,1,50,100%_Bubble,1,789
61,100.0000,82.0000,98.0000,2,50,100%_Bubble,1,789
62,100.0000,82.0000,98.0000,0,50,100%_Bubble,1,789
63,100.0000,84.0000,98.0000,1,50,100%_Bubble,1,789
64,100.0000,84.0000,98.0000,0,50,100%_Bubble,1,789
65,100.0000,86.0000,98.0000,1,50,100%_Bubble,1,789
66,100.0000,88.0000,98.0000,1,50,100%_Bubble,1,789
67,100.0000,90.0000,98.0000,1,50,100%_Bubble,1,789
68,100.0000,92.0000,98.0000,1,50,100%_Bubble,1,789
69,100.0000,92.0000,98.0000,0,50,100%_Bubble,1,789
70,100.0000,92.0000,98.0000,0,50,100%_Bubble,1,789
71,100.0000,92.0000,98.0000,0,50,100%_Bubble,1,789
0,100.0000,2.0000,54.0000,0,50,100%_Bubble,3,42
1,100.0000,0.0000,58.0000,14,50,100%_Bubble,3,42
2,100.0000,2.0000,56.0000,16,50,100%_Bubble,3,42
3,100.0000,2.0000,54.0000,15,50,100%_Bubble,3,42
4,100.0000,0.0000,56.0000,15,50,100%_Bubble,3,42
5,100.0000,0.0000,60.0000,15,50,100%_Bubble,3,42
6,100.0000,4.0000,50.0000,10,50,100%_Bubble,3,42
7,100.0000,2.0000,64.0000,14,50,100%_Bubble,3,42
8,100.0000,2.0000,56.0000,12,50,100%_Bubble,3,42
9,100.0000,0.0000,60.0000,13,50,100%_Bubble,3,42
10,100.0000,0.0000,60.0000,15,50,100%_Bubble,3,42
11,100.0000,4.0000,54.0000,14,50,100%_Bubble,3,42
12,100.0000,4.0000,58.0000,15,50,100%_Bubble,3,42
13,100.0000,2.0000,56.0000,15,50,100%_Bubble,3,42
14,100.0000,0.0000,62.0000,13,50,100%_Bubble,3,42
15,100.0000,2.0000,64.0000,11,50,100%_Bubble,3,42
16,100.0000,2.0000,58.0000,13,50,100%_Bubble,3,42
17,100.0000,2.0000,64.0000,15,50,100%_Bubble,3,42
18,100.0000,0.0000,64.0000,11,50,100%_Bubble,3,42
19,100.0000,0.0000,62.0000,13,50,100%_Bubble,3,42
20,100.0000,2.0000,66.0000,14,50,100%_Bubble,3,42
21,100.0000,8.0000,60.0000,14,50,100%_Bubble,3,42
22,100.0000,6.0000,68.0000,13,50,100%_Bubble,3,42
23,100.0000,10.0000,66.0000,14,50,100%_Bubble,3,42
24,100.0000,10.0000,64.0000,13,50,100%_Bubble,3,42
25,100.0000,8.0000,70.0000,13,50,100%_Bubble,3,42
26,100.0000,12.0000,62.0000,12,50,100%_Bubble,3,42
27,100.0000,10.0000,70.0000,14,50,100%_Bubble,3,42
28,100.0000,16.0000,66.0000,8,50,100%_Bubble,3,42
29,100.0000,12.0000,70.0000,12,50,100%_Bubble,3,42
30,100.0000,6.0000,72.0000,11,50,100%_Bubble,3,42
31,100.0000,8.0000,74.0000,11,50,100%_Bubble,3,42
32,100.0000,10.0000,72.0000,11,50,100%_Bubble,3,42
33,100.0000,6.0000,78.0000,9,50,100%_Bubble,3,42
34,100.0000,6.0000,76.0000,8,50,100%_Bubble,3,42
35,100.0000,6.0000,70.0000,9,50,100%_Bubble,3,42
36,100.0000,8.0000,84.0000,8,50,100%_Bubble,3,42
37,100.0000,8.0000,76.0000,6,50,100%_Bubble,3,42
38,100.0000,6.0000,82.0000,10,50,100%_Bubble,3,42
39,100.0000,6.0000,78.0000,8,50,100%_Bubble,3,42
40,100.0000,8.0000,78.0000,9,50,100%_Bubble,3,42
41,100.0000,6.0000,84.0000,6,50,100%_Bubble,3,42
42,100.0000,6.0000,80.0000,5,50,100%_Bubble,3,42
43,100.0000,6.0000,80.0000,9,50,100%_Bubble,3,42
44,100.0000,10.0000,80.0000,7,50,100%_Bubble,3,42
45,100.0000,12.0000,78.0000,8,50,100%_Bubble,3,42
46,100.0000,16.0000,80.0000,10,50,100%_Bubble,3,42
47,100.0000,20.0000,78.0000,9,50,100%_Bubble,3,42
48,100.0000,28.0000,80.0000,8,50,100%_Bubble,3,42
49,100.0000,34.0000,80.0000,9,50,100%_Bubble,3,42
50,100.0000,34.0000,82.0000,9,50,100%_Bubble,3,42
51,100.0000,34.0000,86.0000,7,50,100%_Bubble,3,42
52,100.0000,38.0000,84.0000,7,50,100%_Bubble,3,42
53,100.0000,44.0000,84.0000,8,50,100%_Bubble,3,42
54,100.0000,62.0000,92.0000,8,50,100%_Bubble,3,42
55,100.0000,64.0000,92.0000,2,50,100%_Bubble,3,42
56,100.0000,70.0000,92.0000,4,50,100%_Bubble,3,42
57,100.0000,74.0000,92.0000,3,50,100%_Bubble,3,42
58,100.0000,84.0000,96.0000,3,50,100%_Bubble,3,42
59,100.0000,86.0000,96.0000,2,50,100%_Bubble,3,42
60,100.0000,88.0000,96.0000,2,50,100%_Bubble,3,42
61,100.0000,88.0000,96.0000,0,50,100%_Bubble,3,42
62,100.0000,90.0000,96.0000,2,50,100%_Bubble,3,42
63,100.0000,94.0000,98.0000,1,50,100%_Bubble,3,42
64,100.0000,96.0000,98.0000,1,50,100%_Bubble,3,42
65,100.0000,100.0000,100.0000,1,50,100%_Bubble,3,42
66,100.0000,100.0000,100.0000,0,50,100%_Bubble,3,42
67,100.0000,100.0000,100.0000,0,50,100%_Bubble,3,42
68,100.0000,100.0000,100.0000,0,50,100%_Bubble,3,42
0,100.0000,2.0000,54.0000,0,50,100%_Bubble,3,123
1,100.0000,4.0000,60.0000,16,50,100%_Bubble,3,123
2,100.0000,4.0000,64.0000,14,50,100%_Bubble,3,123
3,100.0000,4.0000,60.0000,13,50,100%_Bubble,3,123
4,100.0000,2.0000,60.0000,10,50,100%_Bubble,3,123
5,100.0000,4.0000,58.0000,11,50,100%_Bubble,3,123
6,100.0000,2.0000,58.0000,13,50,100%_Bubble,3,123
7,100.0000,4.0000,50.0000,16,50,100%_Bubble,3,123
8,100.0000,8.0000,62.0000,19,50,100%_Bubble,3,123
9,100.0000,8.0000,68.0000,14,50,100%_Bubble,3,123
10,100.0000,4.0000,62.0000,12,50,100%_Bubble,3,123
11,100.0000,4.0000,66.0000,15,50,100%_Bubble,3,123
12,100.0000,4.0000,62.0000,13,50,100%_Bubble,3,123
13,100.0000,2.0000,66.0000,14,50,100%_Bubble,3,123
14,100.0000,4.0000,68.0000,14,50,100%_Bubble,3,123
15,100.0000,6.0000,62.0000,10,50,100%_Bubble,3,123
16,100.0000,2.0000,70.0000,11,50,100%_Bubble,3,123
17,100.0000,2.0000,74.0000,10,50,100%_Bubble,3,123
18,100.0000,2.0000,68.0000,11,50,100%_Bubble,3,123
19,100.0000,2.0000,66.0000,9,50,100%_Bubble,3,123
20,100.0000,8.0000,72.0000,11,50,100%_Bubble,3,123
21,100.0000,6.0000,72.0000,7,50,100%_Bubble,3,123
22,100.0000,6.0000,72.0000,10,50,100%_Bubble,3,123
23,100.0000,4.0000,72.0000,8,50,100%_Bubble,3,123
24,100.0000,8.0000,70.0000,8,50,100%_Bubble,3,123
25,100.0000,4.0000,68.0000,9,50,100%_Bubble,3,123
26,100.0000,4.0000,68.0000,11,50,100%_Bubble,3,123
27,100.0000,6.0000,70.0000,12,50,100%_Bubble,3,123
28,100.0000,4.0000,68.0000,10,50,100%_Bubble,3,123
29,100.0000,6.0000,70.0000,12,50,100%_Bubble,3,123
30,100.0000,6.0000,76.0000,11,50,100%_Bubble,3,123
31,100.0000,10.0000,78.0000,9,50,100%_Bubble,3,123
32,100.0000,6.0000,80.0000,7,50,100%_Bubble,3,123
33,100.0000,6.0000,78.0000,5,50,100%_Bubble,3,123
34,100.0000,4.0000,76.0000,8,50,100%_Bubble,3,123
35,100.0000,4.0000,76.0000,8,50,100%_Bubble,3,123
36,100.0000,4.0000,74.0000,6,50,100%_Bubble,3,123
37,100.0000,6.0000,74.0000,9,50,100%_Bubble,3,123
38,100.0000,6.0000,76.0000,11,50,100%_Bubble,3,123
39,100.0000,8.0000,76.0000,10,50,100%_Bubble,3,123
40,100.0000,8.0000,80.0000,11,50,100%_Bubble,3,123
41,100.0000,14.0000,84.0000,7,50,100%_Bubble,3,123
42,100.0000,14.0000,84.0000,7,50,100%_Bubble,3,123
43,100.0000,16.0000,84.0000,7,50,100%_Bubble,3,123
44,100.0000,16.0000,82.0000,7,50,100%_Bubble,3,123
45,100.0000,16.0000,82.0000,7,50,100%_Bubble,3,123
46,100.0000,16.0000,82.0000,7,50,100%_Bubble,3,123
47,100.0000,16.0000,82.0000,4,50,100%_Bubble,3,123
48,100.0000,16.0000,80.0000,7,50,100%_Bubble,3,123
49,100.0000,22.0000,82.0000,7,50,100%_Bubble,3,123
50,100.0000,22.0000,80.0000,6,50,100%_Bubble,3,123
51,100.0000,30.0000,84.0000,6,50,100%_Bubble,3,123
52,100.0000,38.0000,84.0000,6,50,100%_Bubble,3,123
53,100.0000,50.0000,90.0000,7,50,100%_Bubble,3,123
54,100.0000,52.0000,88.0000,4,50,100%_Bubble,3,123
55,100.0000,54.0000,88.0000,4,50,100%_Bubble,3,123
56,100.0000,60.0000,92.0000,5,50,100%_Bubble,3,123
57,100.0000,64.0000,90.0000,4,50,100%_Bubble,3,123
58,100.0000,68.0000,90.0000,3,50,100%_Bubble,3,123
59,100.0000,74.0000,92.0000,4,50,100%_Bubble,3,123
60,100.0000,80.0000,92.0000,3,50,100%_Bubble,3,123
61,100.0000,90.0000,96.0000,4,50,100%_Bubble,3,123
62,100.0000,96.0000,98.0000,2,50,100%_Bubble,3,123
63,100.0000,100.0000,100.0000,1,50,100%_Bubble,3,123
64,100.0000,100.0000,100.0000,0,50,100%_Bubble,3,123
65,100.0000,100.0000,100.0000,0,50,100%_Bubble,3,123
66,100.0000,100.0000,100.0000,0,50,100%_Bubble,3,123
0,100.0000,6.0000,46.0000,0,50,100%_Bubble,3,789
1,100.0000,0.0000,60.0000,17,50,100%_Bubble,3,789
2,100.0000,0.0000,58.0000,13,50,100%_Bubble,3,789
3,100.0000,2.0000,62.0000,15,50,100%_Bubble,3,789
4,100.0000,4.0000,64.0000,14,50,100%_Bubble,3,789
5,100.0000,2.0000,62.0000,12,50,100%_Bubble,3,789
6,100.0000,6.0000,70.0000,12,50,100%_Bubble,3,789
7,100.0000,2.0000,62.0000,12,50,100%_Bubble,3,789
8,100.0000,0.0000,64.0000,16,50,100%_Bubble,3,789
9,100.0000,2.0000,64.0000,12,50,100%_Bubble,3,789
10,100.0000,2.0000,62.0000,14,50,100%_Bubble,3,789
11,100.0000,0.0000,60.0000,13,50,100%_Bubble,3,789
12,100.0000,0.0000,56.0000,16,50,100%_Bubble,3,789
13,100.0000,4.0000,64.0000,15,50,100%_Bubble,3,789
14,100.0000,2.0000,62.0000,12,50,100%_Bubble,3,789
15,100.0000,2.0000,64.0000,14,50,100%_Bubble,3,789
16,100.0000,6.0000,62.0000,12,50,100%_Bubble,3,789
17,100.0000,4.0000,66.0000,11,50,100%_Bubble,3,789
18,100.0000,4.0000,64.0000,11,50,100%_Bubble,3,789
19,100.0000,0.0000,70.0000,12,50,100%_Bubble,3,789
20,100.0000,0.0000,68.0000,9,50,100%_Bubble,3,789
21,100.0000,0.0000,68.0000,11,50,100%_Bubble,3,789
22,100.0000,4.0000,70.0000,12,50,100%_Bubble,3,789
23,100.0000,0.0000,68.0000,11,50,100%_Bubble,3,789
24,100.0000,2.0000,70.0000,12,50,100%_Bubble,3,789
25,100.0000,6.0000,68.0000,10,50,100%_Bubble,3,789
26,100.0000,6.0000,74.0000,10,50,100%_Bubble,3,789
27,100.0000,6.0000,72.0000,7,50,100%_Bubble,3,789
28,100.0000,6.0000,78.0000,9,50,100%_Bubble,3,789
29,100.0000,6.0000,76.0000,9,50,100%_Bubble,3,789
30,100.0000,6.0000,76.0000,9,50,100%_Bubble,3,789
31,100.0000,6.0000,76.0000,10,50,100%_Bubble,3,789
32,100.0000,6.0000,74.0000,7,50,100%_Bubble,3,789
33,100.0000,6.0000,74.0000,10,50,100%_Bubble,3,789
34,100.0000,6.0000,74.0000,10,50,100%_Bubble,3,789
35,100.0000,8.0000,72.0000,10,50,100%_Bubble,3,789
36,100.0000,8.0000,72.0000,12,50,100%_Bubble,3,789
37,100.0000,8.0000,72.0000,11,50,100%_Bubble,3,789
38,100.0000,8.0000,76.0000,10,50,100%_Bubble,3,789
39,100.0000,12.0000,70.0000,11,50,100%_Bubble,3,789
40,100.0000,20.0000,76.0000,14,50,100%_Bubble,3,789
41,100.0000,20.0000,74.0000,11,50,100%_Bubble,3,789
42,100.0000,16.0000,78.0000,6,50,100%_Bubble,3,789
43,100.0000,18.0000,78.0000,9,50,100%_Bubble,3,789
44,100.0000,22.0000,80.0000,7,50,100%_Bubble,3,789
45,100.0000,20.0000,78.0000,7,50,100%_Bubble,3,789
46,100.0000,18.0000,78.0000,9,50,100%_Bubble,3,789
47,100.0000,24.0000,82.0000,9,50,100%_Bubble,3,789
48,100.0000,28.0000,76.0000,9,50,100%_Bubble,3,789
49,100.0000,34.0000,82.0000,7,50,100%_Bubble,3,789
50,100.0000,38.0000,80.0000,6,50,100%_Bubble,3,789
51,100.0000,50.0000,86.0000,7,50,100%_Bubble,3,789
52,100.0000,54.0000,88.0000,3,50,100%_Bubble,3,789
53,100.0000,58.0000,88.0000,3,50,100%_Bubble,3,789
54,100.0000,66.0000,88.0000,5,50,100%_Bubble,3,789
55,100.0000,80.0000,94.0000,5,50,100%_Bubble,3,789
56,100.0000,84.0000,94.0000,2,50,100%_Bubble,3,789
57,100.0000,90.0000,96.0000,2,50,100%_Bubble,3,789
58,100.0000,94.0000,98.0000,1,50,100%_Bubble,3,789
59,100.0000,96.0000,98.0000,1,50,100%_Bubble,3,789
60,100.0000,96.0000,98.0000,0,50,100%_Bubble,3,789
61,100.0000,100.0000,100.0000,1,50,100%_Bubble,3,789
62,100.0000,100.0000,100.0000,0,50,100%_Bubble,3,789
63,100.0000,100.0000,100.0000,0,50,100%_Bubble,3,789
64,100.0000,100.0000,100.0000,0,50,100%_Bubble,3,789
0,100.0000,2.0000,54.0000,0,50,50/50_Bubble/Selection,0,42
1,100.0000,2.0000,52.0000,17,50,50/50_Bubble/Selection,0,42
2,100.0000,2.0000,50.0000,19,50,50/50_Bubble/Selection,0,42
3,100.0000,2.0000,60.0000,14,50,50/50_Bubble/Selection,0,42
4,100.0000,0.0000,62.0000,15,50,50/50_Bubble/Selection,0,42
5,100.0000,4.0000,64.0000,12,50,50/50_Bubble/Selection,0,42
6,100.0000,2.0000,58.0000,14,50,50/50_Bubble/Selection,0,42
7,100.0000,2.0000,52.0000,16,50,50/50_Bubble/Selection,0,42
8,100.0000,0.0000,54.0000,15,50,50/50_Bubble/Selection,0,42
9,100.0000,0.0000,62.0000,15,50,50/50_Bubble/Selection,0,42
10,100.0000,0.0000,54.0000,13,50,50/50_Bubble/Selection,0,42
11,100.0000,0.0000,62.0000,16,50,50/50_Bubble/Selection,0,42
12,100.0000,0.0000,56.0000,14,50,50/50_Bubble/Selection,0,42
13,100.0000,2.0000,70.0000,15,50,50/50_Bubble/Selection,0,42
14,100.0000,0.0000,64.0000,12,50,50/50_Bubble/Selection,0,42
15,100.0000,0.0000,58.0000,14,50,50/50_Bubble/Selection,0,42
16,100.0000,2.0000,60.0000,17,50,50/50_Bubble/Selection,0,42
17,100.0000,8.0000,64.0000,13,50,50/50_Bubble/Selection,0,42
18,100.0000,8.0000,64.0000,13,50,50/50_Bubble/Selection,0,42
19,100.0000,6.0000,68.0000,13,50,50/50_Bubble/Selection,0,42
20,100.0000,8.0000,68.0000,12,50,50/50_Bubble/Selection,0,42
21,100.0000,8.0000,64.0000,12,50,50/50_Bubble/Selection,0,42
22,100.0000,10.0000,62.0000,14,50,50/50_Bubble/Selection,0,42
23,100.0000,10.0000,64.0000,13,50,50/50_Bubble/Selection,0,42
24,100.0000,6.0000,66.0000,13,50,50/50_Bubble/Selection,0,42
25,100.0000,8.0000,62.0000,15,50,50/50_Bubble/Selection,0,42
26,100.0000,14.0000,66.0000,17,50,50/50_Bubble/Selection,0,42
27,100.0000,14.0000,70.0000,11,50,50/50_Bubble/Selection,0,42
28,100.0000,14.0000,72.0000,10,50,50/50_Bubble/Selection,0,42
29,100.0000,10.0000,74.0000,10,50,50/50_Bubble/Selection,0,42
30,100.0000,6.0000,72.0000,9,50,50/50_Bubble/Selection,0,42
31,100.0000,8.0000,70.0000,9,50,50/50_Bubble/Selection,0,42
32,100.0000,6.0000,76.0000,10,50,50/50_Bubble/Selection,0,42
33,100.0000,6.0000,76.0000,9,50,50/50_Bubble/Selection,0,42
34,100.0000,12.0000,76.0000,10,50,50/50_Bubble/Selection,0,42
35,100.0000,12.0000,78.0000,10,50,50/50_Bubble/Selection,0,42
36,100.0000,10.0000,82.0000,7,50,50/50_Bubble/Selection,0,42
37,100.0000,8.0000,86.0000,6,50,50/50_Bubble/Selection,0,42
38,100.0000,8.0000,82.0000,5,50,50/50_Bubble/Selection,0,42
39,100.0000,8.0000,86.0000,6,50,50/50_Bubble/Selection,0,42
40,100.0000,8.0000,84.0000,6,50,50/50_Bubble/Selection,0,42
41,100.0000,8.0000,80.0000,7,50,50/50_Bubble/Selection,0,42
42,100.0000,8.0000,82.0000,7,50,50/50_Bubble/Selection,0,42
43,100.0000,6.0000,86.0000,7,50,50/50_Bubble/Selection,0,42
44,100.0000,6.0000,84.0000,7,50,50/50_Bubble/Selection,0,42
45,100.0000,10.0000,82.0000,7,50,50/50_Bubble/Selection,0,42
46,100.0000,14.0000,84.0000,8,50,50/50_Bubble/Selection,0,42
47,100.0000,22.0000,86.0000,7,50,50/50_Bubble/Selection,0,42
48,100.0000,26.0000,88.0000,5,50,50/50_Bubble/Selection,0,42
49,100.0000,28.0000,88.0000,5,50,50/50_Bubble/Selection,0,42
